name	line	offset
Lib90_01890	H2228	25755
Lib90_01891	HCC827	26285
Lib90_01892	H2228	24403
Lib90_01893	HCC827	26271
Lib90_01894	A549	27299
Lib90_01895	H2228	24896
Lib90_01896	A549	26285
Lib90_01897	A549	25634
Lib90_01898	HCC827	24069
Lib90_01899	A549	25218
Lib90_01900	H2228	25200
Lib90_01901	A549	25605
Lib90_01902	H2228	26626
Lib90_01903	HCC827	26447
Lib90_01904	A549	25913
Lib90_01905	A549	27634
Lib90_01906	H2228	25367
Lib90_01907	A549	25956
Lib90_01908	H2228	25093
Lib90_01909	H2228	24506
Lib90_01910	H1975	24681
Lib90_01911	H2228	27027
Lib90_01912	H2228	26305
Lib90_01913	HCC827	26742
Lib90_01914	HCC827	27081
Lib90_01915	H2228	24240
Lib90_01916	HCC827	26282
Lib90_01917	HCC827	26513
Lib90_01918	A549	26035
Lib90_01919	H2228	24588
Lib90_01920	H1975	26584
Lib90_01921	H838	24752
Lib90_01922	A549	26480
Lib90_01923	H1975	25818
Lib90_01924	H2228	23784
Lib90_01925	HCC827	23480
Lib90_01926	H2228	25882
Lib90_01927	A549	26370
Lib90_01928	H2228	25934
Lib90_01929	A549	24181
Lib90_01930	HCC827	25922
Lib90_01931	H2228	25342
Lib90_01932	A549	25764
Lib90_01933	A549	26400
Lib90_01934	H2228	25271
Lib90_01935	A549	26417
Lib90_01936	H2228	24024
Lib90_01937	A549	27114
Lib90_01938	A549	25504
Lib90_01939	H838	26405
Lib90_01940	H2228	25609
Lib90_01941	H1975	26138
Lib90_01942	H2228	26072
Lib90_01943	A549	26666
Lib90_01944	A549	26618
Lib90_01945	A549	25601
Lib90_01946	H838	24893
Lib90_01947	H838	23518
Lib90_01948	A549	27314
Lib90_01949	H2228	23639
Lib90_01950	H1975	24206
Lib90_01951	H838	24584
Lib90_01952	H1975	23569
Lib90_01953	A549	25050
Lib90_01954	A549	26077
Lib90_01955	H838	26243
Lib90_01956	A549	26708
Lib90_01957	H838	21612
Lib90_01958	H1975	26798
Lib90_01959	H1975	23269
Lib90_01960	A549	25857
Lib90_01961	H1975	24206
Lib90_01962	H838	23750
Lib90_01963	H2228	22776
Lib90_01964	A549	26024
Lib90_01965	A549	25797
Lib90_01966	H2228	26196
Lib90_01967	A549	25922
Lib90_01968	H2228	26093
Lib90_01969	H1975	22711
Lib90_01970	H838	25311
Lib90_01971	A549	25791
Lib90_01972	H1975	22226
Lib90_01973	A549	25260
Lib90_01974	A549	26127
Lib90_01975	A549	26325
Lib90_01976	H1975	22824
Lib90_01977	H2228	25076
Lib90_01978	H2228	25063
Lib90_01979	H2228	26840
Lib90_01980	HCC827	26032
Lib90_01981	A549	25005
Lib90_01982	A549	25062
Lib90_01983	A549	24449
Lib90_01984	H1975	26004
Lib90_01985	H2228	23685
Lib90_01986	HCC827	27267
Lib90_01987	A549	23310
Lib90_01988	A549	26350
Lib90_01989	H2228	24648
Lib90_01990	HCC827	26276
Lib90_01991	A549	25021
Lib90_01992	A549	26710
Lib90_01993	H2228	24053
Lib90_01994	A549	26559
Lib90_01995	A549	26386
Lib90_01996	H838	25079
Lib90_01997	A549	27052
Lib90_01998	H838	24102
Lib90_01999	A549	25182
Lib90_02000	HCC827	24887
Lib90_02001	A549	25742
Lib90_02002	HCC827	25747
Lib90_02003	H1975	24871
Lib90_02004	A549	26972
Lib90_02005	A549	26207
Lib90_02006	H1975	25331
Lib90_02007	H2228	23987
Lib90_02008	H838	23433
Lib90_02009	A549	26224
Lib90_02010	H1975	24586
Lib90_02011	H838	25471
Lib90_02012	A549	26270
Lib90_02013	H838	25603
Lib90_02014	H838	24240
Lib90_02015	A549	24304
Lib90_02016	H838	25086
Lib90_02017	H2228	23587
Lib90_02018	H2228	25527
Lib90_02019	HCC827	26063
Lib90_02020	HCC827	25617
Lib90_02021	H838	24445
Lib90_02022	H1975	24232
Lib90_02023	H2228	25702
Lib90_02024	H1975	24061
Lib90_02025	H2228	24559
Lib90_02026	H2228	24405
Lib90_02027	H838	22047
Lib90_02028	HCC827	25623
Lib90_02029	H2228	23877
Lib90_02030	H2228	25476
Lib90_02031	H1975	24880
Lib90_02032	A549	23982
Lib90_02033	A549	23854
Lib90_02034	A549	24765
Lib90_02035	A549	25312
Lib90_02036	H2228	23441
Lib90_02037	H2228	24892
Lib90_02038	H838	26492
Lib90_02039	H2228	24641
Lib90_02040	HCC827	25115
Lib90_02041	A549	26662
Lib90_02042	A549	24236
Lib90_02043	A549	25330
Lib90_02044	H838	25271
Lib90_02045	A549	25402
Lib90_02046	H2228	24621
Lib90_02047	A549	26164
Lib90_02048	A549	26459
Lib90_02049	H1975	23289
Lib90_02050	H2228	23572
Lib90_02051	A549	26318
Lib90_02052	A549	24037
Lib90_02053	A549	25335
Lib90_02054	HCC827	25169
Lib90_02055	H2228	24686
Lib90_02056	H2228	25308
Lib90_02057	H2228	26398
Lib90_02058	H2228	24660
Lib90_02059	A549	24584
Lib90_02060	H1975	22663
Lib90_02061	H838	24584
Lib90_02062	A549	26519
Lib90_02063	HCC827	23224
Lib90_02064	H1975	24338
Lib90_02065	H1975	23351
Lib90_02066	A549	24944
Lib90_02067	H838	25977
Lib90_02068	A549	25110
Lib90_02069	HCC827	23619
Lib90_02070	A549	24264
Lib90_02071	H1975	23314
Lib90_02072	A549	24828
Lib90_02073	HCC827	23694
Lib90_02074	H2228	25004
Lib90_02075	A549	25611
Lib90_02076	H2228	22893
Lib90_02077	A549	24843
Lib90_02078	A549	24297
Lib90_02079	H2228	22673
Lib90_02080	H2228	25951
Lib90_02081	A549	24061
Lib90_02082	A549	24971
Lib90_02083	A549	23225
Lib90_02084	A549	23112
Lib90_02085	A549	26055
Lib90_02086	H2228	25060
Lib90_02087	H2228	24044
Lib90_02088	A549	23893
Lib90_02089	H1975	25076
Lib90_02090	H1975	25707
Lib90_02091	H838	21279
Lib90_02092	A549	24664
Lib90_02093	HCC827	24378
Lib90_02094	A549	23546
Lib90_02095	A549	26183
Lib90_02096	H1975	25452
Lib90_02097	A549	24335
Lib90_02098	H1975	25621
Lib90_02099	H838	22781
Lib90_02100	A549	24676
Lib90_02101	A549	25570
Lib90_02102	A549	24090
Lib90_02103	H2228	23395
Lib90_02104	A549	23171
Lib90_02105	HCC827	23381
Lib90_02106	HCC827	23008
Lib90_02107	A549	25484
Lib90_02108	A549	25263
Lib90_02109	A549	21653
Lib90_02110	A549	23117
Lib90_02111	H838	22622
Lib90_02112	A549	24074
Lib90_02113	H2228	25121
Lib90_02114	A549	24783
Lib90_02115	H2228	23364
Lib90_02116	H2228	24882
Lib90_02117	A549	25752
Lib90_02118	A549	25088
Lib90_02119	A549	25121
Lib90_02120	A549	25399
Lib90_02121	H2228	23240
Lib90_02122	H838	23323
Lib90_02123	A549	26036
Lib90_02124	A549	22534
Lib90_02125	HCC827	26875
Lib90_02126	A549	24149
Lib90_02127	H2228	24805
Lib90_02128	H2228	21907
Lib90_02129	H2228	24301
Lib90_02130	HCC827	25186
Lib90_02131	H2228	23689
Lib90_02132	H838	25333
Lib90_02133	H2228	24867
Lib90_02134	H2228	23723
Lib90_02135	H838	22709
Lib90_02136	HCC827	23800
Lib90_02137	A549	25335
Lib90_02138	H2228	23967
Lib90_02139	H1975	28060
Lib90_02140	HCC827	22166
Lib90_02141	A549	23563
Lib90_02142	A549	26089
Lib90_02143	H1975	26384
Lib90_02144	A549	24031
Lib90_02145	HCC827	23311
Lib90_02146	H2228	26293
Lib90_02147	HCC827	24207
Lib90_02148	H2228	24908
Lib90_02149	H2228	20951
Lib90_02150	A549	23232
Lib90_02151	A549	24060
Lib90_02152	A549	23836
Lib90_02153	H1975	23031
Lib90_02154	A549	24264
Lib90_02155	H838	22579
Lib90_02156	A549	24232
Lib90_02157	H2228	23699
Lib90_02158	H1975	25754
Lib90_02159	A549	24494
Lib90_02160	A549	24676
Lib90_02161	A549	24830
Lib90_02162	H838	22860
Lib90_02163	A549	24469
Lib90_02164	A549	24165
Lib90_02165	H2228	24948
Lib90_02166	A549	24709
Lib90_02167	A549	25843
Lib90_02168	A549	25324
Lib90_02169	A549	23925
Lib90_02170	H838	22367
Lib90_02171	A549	23701
Lib90_02172	A549	24528
Lib90_02173	A549	24232
Lib90_02174	A549	23551
Lib90_02175	A549	25889
Lib90_02176	A549	24381
Lib90_02177	H1975	21826
Lib90_02178	H2228	22723
Lib90_02179	HCC827	23351
Lib90_02180	HCC827	23540
Lib90_02181	A549	23776
Lib90_02182	HCC827	24890
Lib90_02183	A549	24292
Lib90_02184	H2228	22884
Lib90_02185	A549	24402
Lib90_02186	A549	23178
Lib90_02187	A549	25627
Lib90_02188	H1975	23724
Lib90_02189	H1975	23725
Lib90_02190	A549	23700
Lib90_02191	H838	22549
Lib90_02192	H2228	24559
Lib90_02193	H1975	24279
Lib90_02194	H2228	23245
Lib90_02195	H1975	23451
Lib90_02196	H838	22938
Lib90_02197	HCC827	23290
Lib90_02198	A549	22613
Lib90_02199	HCC827	22228
Lib90_02200	H838	23151
Lib90_02201	A549	24613
Lib90_02202	H2228	23589
Lib90_02203	A549	25997
Lib90_02204	H838	22566
Lib90_02205	H2228	24663
Lib90_02206	A549	23607
Lib90_02207	HCC827	25514
Lib90_02208	HCC827	23578
Lib90_02209	H838	19164
Lib90_02210	A549	24053
Lib90_02211	H2228	24269
Lib90_02212	H1975	23013
Lib90_02213	A549	25446
Lib90_02214	A549	23543
Lib90_02215	A549	22235
Lib90_02216	A549	24565
Lib90_02217	A549	24795
Lib90_02218	H1975	23943
Lib90_02219	A549	24645
Lib90_02220	A549	24065
Lib90_02221	H2228	23272
Lib90_02222	A549	23039
Lib90_02223	A549	21786
Lib90_02224	A549	22815
Lib90_02225	H838	21608
Lib90_02226	H1975	24028
Lib90_02227	A549	23573
Lib90_02228	HCC827	23269
Lib90_02229	A549	23454
Lib90_02230	A549	22508
Lib90_02231	HCC827	23140
Lib90_02232	A549	24302
Lib90_02233	A549	24333
Lib90_02234	A549	24129
Lib90_02235	A549	23476
Lib90_02236	A549	23997
Lib90_02237	A549	24143
Lib90_02238	H2228	24088
Lib90_02239	A549	23424
Lib90_02240	A549	23881
Lib90_02241	HCC827	23829
Lib90_02242	H838	21639
Lib90_02243	A549	22887
Lib90_02244	H838	24183
Lib90_02245	HCC827	24864
Lib90_02246	A549	24102
Lib90_02247	H1975	23002
Lib90_02248	H2228	23107
Lib90_02249	H838	20908
Lib90_02250	A549	23240
Lib90_02251	A549	22881
Lib90_02252	H1975	22152
Lib90_02253	A549	22188
Lib90_02254	H2228	23248
Lib90_02255	A549	24159
Lib90_02256	A549	24299
Lib90_02257	H2228	20471
Lib90_02258	H2228	23915
Lib90_02259	A549	23429
Lib90_02260	A549	24112
Lib90_02261	H838	23303
Lib90_02262	H838	23591
Lib90_02263	H2228	21206
Lib90_02264	A549	22349
Lib90_02265	H838	22651
Lib90_02266	A549	25234
Lib90_02267	A549	23083
Lib90_02268	A549	23816
Lib90_02269	A549	22858
Lib90_02270	H838	21101
Lib90_02271	H838	21918
Lib90_02272	A549	24861
Lib90_02273	A549	23291
Lib90_02274	H1975	23258
Lib90_02275	A549	23651
Lib90_02276	A549	23456
Lib90_02277	H838	23037
Lib90_02278	H2228	22040
Lib90_02279	H838	22565
Lib90_02280	H2228	22754
Lib90_02281	A549	22599
Lib90_02282	A549	24576
Lib90_02283	A549	23968
Lib90_02284	A549	23005
Lib90_02285	A549	23459
Lib90_02286	A549	23308
Lib90_02287	A549	23329
Lib90_02288	H838	20663
Lib90_02289	A549	23733
Lib90_02290	H838	23556
Lib90_02291	H2228	23465
Lib90_02292	H1975	23754
Lib90_02293	H1975	23553
Lib90_02294	H838	23146
Lib90_02295	H2228	24454
Lib90_02296	A549	22667
Lib90_02297	A549	24646
Lib90_02298	A549	22890
Lib90_02299	A549	22693
Lib90_02300	A549	22234
Lib90_02301	A549	21243
Lib90_02302	A549	23410
Lib90_02303	A549	23350
Lib90_02304	A549	22756
Lib90_02305	H2228	22674
Lib90_02306	A549	23172
Lib90_02307	H1975	25342
Lib90_02308	A549	22756
Lib90_02309	A549	21683
Lib90_02310	A549	22824
Lib90_02311	H838	21615
Lib90_02312	A549	21912
Lib90_02313	A549	24504
Lib90_02314	H838	22315
Lib90_02315	A549	21593
Lib90_02316	A549	22920
Lib90_02317	A549	23435
Lib90_02318	A549	24204
Lib90_02319	A549	22439
Lib90_02320	H1975	22977
Lib90_02321	A549	24901
Lib90_02322	A549	21969
Lib90_02323	A549	23527
Lib90_02324	HCC827	22993
Lib90_02325	H838	19386
Lib90_02326	H838	22295
Lib90_02327	A549	20847
Lib90_02328	A549	23032
Lib90_02329	A549	24183
Lib90_02330	H2228	21264
Lib90_02331	A549	23281
Lib90_02332	A549	24621
Lib90_02333	HCC827	22415
Lib90_02334	A549	23655
Lib90_02335	A549	22038
Lib90_02336	HCC827	21587
Lib90_02337	A549	25623
Lib90_02338	A549	23881
Lib90_02339	HCC827	20407
Lib90_02340	H1975	23927
Lib90_02341	HCC827	21771
Lib90_02342	A549	22459
Lib90_02343	A549	21627
Lib90_02344	A549	22507
Lib90_02345	A549	24039
Lib90_02346	H838	22194
Lib90_02347	H2228	23082
Lib90_02348	A549	25339
Lib90_02349	H1975	25835
Lib90_02350	A549	24171
Lib90_02351	H1975	20439
Lib90_02352	A549	21853
Lib90_02353	A549	21861
Lib90_02354	A549	21797
Lib90_02355	H2228	22798
Lib90_02356	A549	23633
Lib90_02357	H1975	22866
Lib90_02358	H838	23130
Lib90_02359	A549	23184
Lib90_02360	H2228	22490
Lib90_02361	HCC827	22697
Lib90_02362	A549	22702
Lib90_02363	A549	23884
Lib90_02364	H2228	22014
Lib90_02365	H2228	21724
Lib90_02366	A549	22803
Lib90_02367	H2228	22010
Lib90_02368	A549	23322
Lib90_02369	HCC827	23604
Lib90_02370	H838	20304
Lib90_02371	H2228	22431
Lib90_02372	H2228	22862
Lib90_02373	HCC827	23856
Lib90_02374	A549	22104
Lib90_02375	HCC827	24119
Lib90_02376	A549	23594
Lib90_02377	H2228	21169
Lib90_02378	A549	23728
Lib90_02379	A549	22517
Lib90_02380	A549	22138
Lib90_02381	A549	22209
Lib90_02382	A549	21575
Lib90_02383	H838	19324
Lib90_02384	H2228	24606
Lib90_02385	H838	21751
Lib90_02386	A549	22995
Lib90_02387	A549	22322
Lib90_02389	HCC827	20329
Lib90_02390	H2228	20895
Lib90_02391	H2228	19590
Lib90_02392	A549	22659
Lib90_02393	H2228	22588
Lib90_02394	HCC827	21398
Lib90_02395	A549	22603
Lib90_02396	H2228	21940
Lib90_02397	A549	20840
Lib90_02398	H838	19418
Lib90_02399	A549	21183
Lib90_02400	A549	22777
Lib90_02401	A549	21376
Lib90_02402	H838	22099
Lib90_02403	HCC827	22520
Lib90_02404	H1975	22771
Lib90_02405	A549	22101
Lib90_02406	H2228	23260
Lib90_02407	H1975	23744
Lib90_02408	A549	21602
Lib90_02409	A549	22076
Lib90_02410	A549	22720
Lib90_02411	A549	20874
Lib90_02412	A549	22817
Lib90_02413	A549	23160
Lib90_02414	A549	20926
Lib90_02415	A549	22181
Lib90_02416	A549	23340
Lib90_02417	A549	21939
Lib90_02418	A549	22167
Lib90_02419	H2228	22087
Lib90_02420	HCC827	22254
Lib90_02421	A549	21052
Lib90_02422	H838	19754
Lib90_02423	H1975	21609
Lib90_02424	H2228	20581
Lib90_02425	A549	21800
Lib90_02426	A549	22085
Lib90_02427	H1975	21381
Lib90_02428	A549	21296
Lib90_02429	A549	21193
Lib90_02430	A549	22102
Lib90_02431	A549	21311
Lib90_02432	H2228	21594
Lib90_02433	A549	23440
Lib90_02434	HCC827	20879
Lib90_02435	H2228	20582
Lib90_02436	A549	21453
Lib90_02437	A549	22352
Lib90_02438	HCC827	22699
Lib90_02439	H1975	20347
Lib90_02440	A549	20881
Lib90_02441	A549	24099
Lib90_02442	A549	22873
Lib90_02443	HCC827	21471
Lib90_02444	H2228	21077
Lib90_02445	A549	20506
Lib90_02446	H2228	20724
Lib90_02447	A549	23088
Lib90_02448	A549	22900
Lib90_02449	A549	23015
Lib90_02450	H2228	20149
Lib90_02451	H2228	21555
Lib90_02452	A549	24724
Lib90_02453	H2228	22253
Lib90_02454	HCC827	22235
Lib90_02455	A549	22286
Lib90_02456	HCC827	21356
Lib90_02457	A549	21494
Lib90_02458	A549	22720
Lib90_02459	A549	22728
Lib90_02460	A549	25004
Lib90_02461	HCC827	22563
Lib90_02462	A549	21731
Lib90_02463	A549	21316
Lib90_02464	A549	20231
Lib90_02465	A549	20970
Lib90_02466	HCC827	21012
Lib90_02467	H1975	21378
Lib90_02468	H2228	20691
Lib90_02469	A549	22938
Lib90_02470	H838	20160
Lib90_02471	A549	19920
Lib90_02472	H2228	22270
Lib90_02473	A549	21452
Lib90_02474	A549	21766
Lib90_02475	H838	19859
Lib90_02476	A549	21560
Lib90_02477	A549	19892
Lib90_02478	A549	22420
Lib90_02479	H838	19974
Lib90_02480	HCC827	19477
Lib90_02481	A549	21638
Lib90_02482	H838	21058
Lib90_02483	H1975	22982
Lib90_02484	A549	21629
Lib90_02485	HCC827	20278
Lib90_02486	A549	22099
Lib90_02487	A549	21466
Lib90_02488	A549	22254
Lib90_02489	A549	22474
Lib90_02490	H2228	21761
Lib90_02491	A549	20404
Lib90_02492	H1975	20403
Lib90_02493	HCC827	21291
Lib90_02494	A549	22136
Lib90_02495	A549	21892
Lib90_02496	A549	19270
Lib90_02497	A549	20148
Lib90_02498	H1975	18668
Lib90_02499	A549	21343
Lib90_02500	A549	21352
Lib90_02501	A549	20300
Lib90_02502	HCC827	21387
Lib90_02503	A549	21686
Lib90_02504	H838	21462
Lib90_02505	H838	21211
Lib90_02506	H838	18920
Lib90_02507	A549	20415
Lib90_02508	A549	20768
Lib90_02509	A549	21736
Lib90_02510	H838	20045
Lib90_02511	A549	22578
Lib90_02512	A549	20445
Lib90_02513	A549	21445
Lib90_02514	A549	20178
Lib90_02515	A549	21422
Lib90_02516	A549	20287
Lib90_02517	H2228	19310
Lib90_02518	H2228	21332
Lib90_02519	A549	21605
Lib90_02520	A549	21675
Lib90_02521	H838	19417
Lib90_02522	H1975	21362
Lib90_02523	H1975	21494
Lib90_02524	A549	21630
Lib90_02525	A549	20777
Lib90_02526	A549	22710
Lib90_02527	A549	20988
Lib90_02528	A549	20394
Lib90_02529	A549	22834
Lib90_02530	HCC827	20956
Lib90_02531	A549	19470
Lib90_02532	H1975	19388
Lib90_02533	A549	20633
Lib90_02534	A549	21692
Lib90_02535	H838	20160
Lib90_02536	H838	18607
Lib90_02537	H1975	20767
Lib90_02538	A549	21717
Lib90_02539	H2228	21151
Lib90_02540	A549	20247
Lib90_02541	H838	18558
Lib90_02542	HCC827	20932
Lib90_02543	A549	21586
Lib90_02544	A549	20327
Lib90_02545	A549	20466
Lib90_02546	H838	17028
Lib90_02547	A549	19925
Lib90_02548	H2228	20128
Lib90_02549	H838	17546
Lib90_02550	A549	18876
Lib90_02551	A549	20807
Lib90_02552	A549	21904
Lib90_02553	A549	20516
Lib90_02554	H838	19600
Lib90_02555	H2228	19540
Lib90_02556	A549	20401
Lib90_02557	H1975	19587
Lib90_02558	A549	21551
Lib90_02559	A549	19958
Lib90_02560	H1975	21278
Lib90_02561	A549	20809
Lib90_02562	A549	22487
Lib90_02563	H2228	20712
Lib90_02564	H838	18085
Lib90_02565	HCC827	20925
Lib90_02566	A549	20605
Lib90_02567	A549	20036
Lib90_02568	A549	22084
Lib90_02569	A549	22222
Lib90_02570	H838	21524
Lib90_02571	H838	20952
Lib90_02572	A549	20290
Lib90_02573	A549	19022
Lib90_02574	A549	20677
Lib90_02575	H838	19375
Lib90_02576	A549	20001
Lib90_02577	H1975	19651
Lib90_02578	H1975	20418
Lib90_02579	H1975	20848
Lib90_02580	A549	21230
Lib90_02581	A549	20270
Lib90_02582	A549	20961
Lib90_02583	H838	19034
Lib90_02584	A549	20768
Lib90_02585	A549	20335
Lib90_02586	A549	20759
Lib90_02587	A549	19917
Lib90_02588	A549	19981
Lib90_02589	H1975	20672
Lib90_02590	A549	20408
Lib90_02591	A549	23097
Lib90_02592	A549	21152
Lib90_02593	A549	20413
Lib90_02594	H838	19783
Lib90_02595	A549	20155
Lib90_02596	A549	21281
Lib90_02597	A549	21707
Lib90_02598	HCC827	19437
Lib90_02599	A549	20559
Lib90_02601	HCC827	21558
Lib90_02602	A549	20459
Lib90_02603	A549	21432
Lib90_02604	H838	19205
Lib90_02605	H2228	18643
Lib90_02606	H838	17336
Lib90_02607	A549	19811
Lib90_02608	A549	20293
Lib90_02609	A549	19049
Lib90_02610	A549	20385
Lib90_02611	A549	21133
Lib90_02612	A549	21572
Lib90_02613	H1975	20967
Lib90_02614	A549	19545
Lib90_02615	A549	19960
Lib90_02616	H1975	21396
Lib90_02617	H1975	20780
Lib90_02618	A549	21148
Lib90_02619	H1975	16517
Lib90_02620	A549	20359
Lib90_02621	A549	19994
Lib90_02622	A549	20511
Lib90_02623	A549	19460
Lib90_02624	A549	21258
Lib90_02625	A549	22036
Lib90_02626	A549	18956
Lib90_02628	A549	20039
Lib90_02629	H2228	19775
Lib90_02630	H2228	19578
Lib90_02631	A549	21333
Lib90_02632	A549	19794
Lib90_02633	H838	17111
Lib90_02634	A549	20514
Lib90_02635	H1975	20478
Lib90_02636	H2228	19698
Lib90_02637	A549	20870
Lib90_02638	A549	21184
Lib90_02639	A549	19374
Lib90_02640	H838	20448
Lib90_02641	HCC827	18892
Lib90_02642	A549	22093
Lib90_02643	H2228	18926
Lib90_02644	A549	20143
Lib90_02645	A549	20964
Lib90_02646	HCC827	19881
Lib90_02647	HCC827	20107
Lib90_02648	A549	19994
Lib90_02649	A549	19518
Lib90_02650	H2228	18422
Lib90_02651	A549	19993
Lib90_02652	H1975	18701
Lib90_02653	A549	19279
Lib90_02654	A549	21054
Lib90_02655	A549	19950
Lib90_02656	HCC827	20232
Lib90_02657	A549	20701
Lib90_02658	A549	20702
Lib90_02659	HCC827	20066
Lib90_02660	A549	20242
Lib90_02661	HCC827	20560
Lib90_02662	H1975	19699
Lib90_02663	A549	18904
Lib90_02664	A549	19924
Lib90_02665	A549	18929
Lib90_02666	HCC827	20859
Lib90_02667	H1975	21475
Lib90_02668	HCC827	18216
Lib90_02669	A549	19874
Lib90_02670	A549	18893
Lib90_02671	HCC827	19412
Lib90_02672	A549	19701
Lib90_02673	A549	20757
Lib90_02674	A549	18731
Lib90_02675	H838	18602
Lib90_02676	A549	19860
Lib90_02677	H1975	20434
Lib90_02678	H1975	22303
Lib90_02679	A549	20675
Lib90_02680	A549	19143
Lib90_02681	H838	18901
Lib90_02682	H838	18119
Lib90_02683	A549	21226
Lib90_02684	H838	21569
Lib90_02686	A549	20975
Lib90_02687	A549	19585
Lib90_02688	H1975	19743
Lib90_02689	HCC827	20385
Lib90_02690	H838	17790
Lib90_02691	A549	19807
Lib90_02692	H838	18189
Lib90_02693	A549	21863
Lib90_02694	A549	20000
Lib90_02695	A549	20346
Lib90_02696	H838	20338
Lib90_02697	H2228	18281
Lib90_02698	H2228	19008
Lib90_02699	H2228	19118
Lib90_02700	HCC827	18659
Lib90_02701	H2228	19450
Lib90_02702	A549	20414
Lib90_02703	H838	16098
Lib90_02704	A549	19558
Lib90_02705	A549	19868
Lib90_02706	A549	19769
Lib90_02707	H2228	18919
Lib90_02708	A549	18299
Lib90_02709	A549	19369
Lib90_02710	A549	19711
Lib90_02711	A549	21399
Lib90_02712	A549	20557
Lib90_02713	H838	19141
Lib90_02714	A549	20555
Lib90_02715	A549	18450
Lib90_02716	A549	18981
Lib90_02717	HCC827	21854
Lib90_02718	H2228	17304
Lib90_02719	A549	19606
Lib90_02720	A549	20143
Lib90_02721	A549	18086
Lib90_02722	A549	18730
Lib90_02723	H2228	20240
Lib90_02724	A549	19593
Lib90_02725	H2228	17042
Lib90_02726	A549	20554
Lib90_02727	H838	18358
Lib90_02728	H1975	18690
Lib90_02729	A549	18620
Lib90_02730	H2228	18635
Lib90_02731	A549	19211
Lib90_02732	H838	16882
Lib90_02733	A549	19463
Lib90_02734	H1975	19538
Lib90_02735	H2228	20490
Lib90_02736	A549	20749
Lib90_02737	A549	17215
Lib90_02738	A549	19695
Lib90_02739	H1975	20915
Lib90_02740	A549	19204
Lib90_02741	A549	19202
Lib90_02742	A549	20106
Lib90_02743	A549	20966
Lib90_02744	HCC827	20006
Lib90_02745	A549	21605
Lib90_02746	H2228	21527
Lib90_02747	H2228	18902
Lib90_02748	A549	20504
Lib90_02749	HCC827	20610
Lib90_02750	H2228	19018
Lib90_02751	H838	17064
Lib90_02752	H1975	18644
Lib90_02753	A549	18615
Lib90_02754	HCC827	18168
Lib90_02755	H1975	19308
Lib90_02756	A549	19508
Lib90_02757	A549	17474
Lib90_02758	A549	17579
Lib90_02759	H1975	18947
Lib90_02760	HCC827	19036
Lib90_02761	H838	17781
Lib90_02762	A549	19202
Lib90_02763	A549	20732
Lib90_02764	A549	19371
Lib90_02765	H838	16987
Lib90_02766	H1975	19520
Lib90_02767	A549	18659
Lib90_02768	H1975	19834
Lib90_02769	A549	19770
Lib90_02770	H838	21201
Lib90_02771	A549	20294
Lib90_02772	H838	16529
Lib90_02773	H1975	19255
Lib90_02774	A549	18104
Lib90_02775	A549	18628
Lib90_02776	A549	17770
Lib90_02777	A549	19009
Lib90_02778	H838	17674
Lib90_02779	A549	17960
Lib90_02780	A549	20217
Lib90_02781	A549	18797
Lib90_02782	HCC827	19608
Lib90_02783	A549	17605
Lib90_02784	A549	18274
Lib90_02785	HCC827	19267
Lib90_02786	H2228	18562
Lib90_02787	A549	18229
Lib90_02788	A549	19023
Lib90_02789	A549	20660
Lib90_02790	H838	17421
Lib90_02791	A549	17637
Lib90_02792	H1975	19389
Lib90_02793	A549	20695
Lib90_02794	A549	20539
Lib90_02795	A549	20736
Lib90_02796	A549	18809
Lib90_02798	A549	18883
Lib90_02799	HCC827	18562
Lib90_02800	A549	18731
Lib90_02801	A549	19119
Lib90_02802	H2228	18589
Lib90_02803	A549	18746
Lib90_02804	H838	16830
Lib90_02805	A549	19757
Lib90_02806	H2228	16717
Lib90_02807	A549	18138
Lib90_02808	A549	18996
Lib90_02810	A549	19326
Lib90_02811	A549	18323
Lib90_02812	A549	19194
Lib90_02813	A549	19936
Lib90_02814	A549	18661
Lib90_02815	H838	18437
Lib90_02816	A549	17835
Lib90_02817	HCC827	19330
Lib90_02818	H1975	17067
Lib90_02819	H2228	17138
Lib90_02820	A549	19394
Lib90_02821	A549	18666
Lib90_02822	A549	19442
Lib90_02823	A549	18491
Lib90_02824	A549	17254
Lib90_02825	HCC827	18317
Lib90_02826	H838	18119
Lib90_02827	A549	19357
Lib90_02828	H1975	19477
Lib90_02829	A549	18714
Lib90_02830	A549	18296
Lib90_02831	A549	19667
Lib90_02832	H1975	18022
Lib90_02833	A549	18153
Lib90_02834	A549	19036
Lib90_02835	H2228	17235
Lib90_02836	H2228	17731
Lib90_02838	H838	20082
Lib90_02839	A549	19007
Lib90_02840	A549	18380
Lib90_02841	A549	20568
Lib90_02842	A549	19005
Lib90_02843	A549	18227
Lib90_02844	H838	19800
Lib90_02845	A549	18976
Lib90_02846	H838	15758
Lib90_02847	H838	17098
Lib90_02848	H2228	17439
Lib90_02849	A549	18684
Lib90_02850	A549	16994
Lib90_02851	H838	15510
Lib90_02852	A549	19349
Lib90_02853	A549	18163
Lib90_02854	H838	17357
Lib90_02855	H2228	15329
Lib90_02856	A549	18628
Lib90_02857	A549	19194
Lib90_02858	A549	19427
Lib90_02859	H1975	17663
Lib90_02860	H1975	20204
Lib90_02861	A549	19621
Lib90_02862	H2228	16256
Lib90_02863	H838	16245
Lib90_02864	H2228	17688
